,CP,f1,f2,f3,f4,f5,f6,f7,f8,F5,F6,yr2,yr3,yr4,yr5
7/1/2002,0.90735,-0.28603,-0.67367,-0.67701,0.27531,-1.1963,-0.35317,-0.3258,3.4299,3.8444,4.5898,2.365742269,4.762414166,5.962144393,6.726769514
8/1/2002,-0.48833,-0.44053,-0.78941,-0.43283,-0.053296,-0.7369,-0.87699,-0.35663,0.58976,2.1492,2.9838,2.14174321,4.628377696,6.3208379,7.198654262
9/1/2002,-1.5355,-0.39058,-0.35431,-0.43246,0.42762,-1.4665,0.16134,0.060229,1.6144,2.5813,2.9882,1.698152755,4.398289737,6.443374765,8.181377581
10/1/2002,-1.1362,-0.50261,-0.41283,-0.37681,-0.33173,-1.502,-0.19939,0.68027,0.98897,2.7253,3.18,1.443515691,3.593536552,5.109702817,6.290064332
11/1/2002,1.0622,-0.44796,-1.5234,0.14656,0.58983,-0.8835,-0.18236,1.0094,-0.026844,1.4273,3.0025,2.121685369,4.425408513,5.770509139,6.332772839
12/1/2002,-1.1713,-0.66995,-0.61406,-0.46693,0.2517,-2.1066,-0.63982,-0.12617,0.81469,2.5075,3.1705,2.866741788,6.221783596,8.759216583,10.29058581
1/1/2003,-0.67799,0.42424,-0.90796,-1.6705,-0.78918,-0.70244,-0.97705,-0.086931,1.4194,1.5218,2.4772,2.730709486,5.768935907,8.096013949,9.60375774
2/1/2003,-1.7623,-0.50461,-0.17005,-1.5535,-0.69011,-0.97107,0.10672,-0.066007,2.0448,3.5298,3.7499,2.642959056,5.651954116,8.32041768,10.10385803
3/1/2003,-1.333,-0.61816,-0.95882,0.35734,0.71171,-1.1974,-1.147,-0.025199,-0.12458,1.5937,2.5975,3.536886655,7.333739302,10.31696316,12.55616382
4/1/2003,-1.5502,-1.0273,-1.3925,3.5646,2.7494,-2.3234,0.63889,1.5713,-0.9524,0.9736,2.4148,3.038320368,6.370138696,8.970954446,10.76881421
5/1/2003,-3.1523,-0.37862,-1.4746,-2.3144,-0.0989,-0.27297,-1.5439,0.57989,-0.21864,1.1104,2.6383,2.953067621,6.297976785,9.354347194,11.80082311
6/1/2003,-2.4355,-0.39296,-0.95779,-1.9677,-0.76082,-0.62798,-1.2876,0.89954,0.19637,1.892,2.8937,2.788699375,5.850524503,8.420090379,10.34928913
7/1/2003,-0.67722,0.25781,-0.86902,0.83938,-0.9943,-1.3779,-0.31751,1.3293,0.63457,1.7681,2.6663,1.495034211,3.359018172,4.432268541,4.89325013
8/1/2003,0.31584,0.031653,-0.37418,-0.79971,-1.1247,-2.0205,-0.25737,0.32898,0.40298,1.7512,2.1534,1.191681908,1.978154046,2.564065317,2.304701683
9/1/2003,-1.4918,0.32884,-1.2748,0.18929,0.20226,-0.87456,-1.9825,-0.839,0.78571,0.9672,2.2896,0.878269041,1.747049798,2.203952578,2.126934319
10/1/2003,-0.23052,0.27648,-1.1983,0.40448,1.3289,-1.6257,-0.23695,0.19599,0.70122,0.3889,1.6417,0.751083861,1.397814972,1.567294727,1.573897446
11/1/2003,0.032446,0.70103,-1.1228,0.48239,0.20769,-0.84003,-0.049277,0.72335,0.67282,0.3335,1.4976,1.127339276,2.243441635,2.881276912,3.071818285
12/1/2003,-0.43831,0.32079,-0.7251,-2.0492,-0.46388,-1.3976,-1.0386,-0.17181,0.81286,0.9735,1.7432,0.729866015,1.215250762,1.518266023,1.460098865
