KYTREASNOX,TIDXFAM,TTERMTYPE,MCALDT,TMNOMPRC,TMYTM
2000048,DISCBOND,5002,11/30/1959,90.89862714,4.764737372
2000048,DISCBOND,5002,12/31/1959,90.64015693,4.920382144
2000048,DISCBOND,5002,01/29/1960,91.10668965,4.637887887
2000048,DISCBOND,5002,02/29/1960,91.55507691,4.411473066
2000048,DISCBOND,5002,03/31/1960,92.76788311,3.758633474
2000048,DISCBOND,5002,04/29/1960,92.21173802,4.048591652
2000048,DISCBOND,5002,05/31/1960,91.99741208,4.170486944
2000048,DISCBOND,5002,06/30/1960,92.87772428,3.699385181
2000048,DISCBOND,5002,07/29/1960,93.97662073,3.097720681
2000048,DISCBOND,5002,08/31/1960,94.24389829,2.964205068
2000048,DISCBOND,5002,09/30/1960,94.73888069,2.709709134
2000048,DISCBOND,5002,10/31/1960,94.05777334,3.063049127
2000048,DISCBOND,5002,11/30/1960,93.82065669,3.189256681
2000048,DISCBOND,5002,12/30/1960,94.58345549,2.780571725
2000048,DISCBOND,5002,01/31/1961,93.92482687,3.133771891
2000048,DISCBOND,5002,02/28/1961,93.98388389,3.102343318
2000048,DISCBOND,5002,03/30/1961,94.35363923,2.910003468
2000048,DISCBOND,5002,04/28/1961,94.06170097,3.052598074
2000048,DISCBOND,5002,05/31/1961,93.78091794,3.210439207
2000048,DISCBOND,5002,06/30/1961,93.71015344,3.257105793
2000048,DISCBOND,5002,07/31/1961,93.88575974,3.154573239
2000048,DISCBOND,5002,08/31/1961,93.7095321,3.252969717
2000048,DISCBOND,5002,09/29/1961,93.98073985,3.099769747
2000048,DISCBOND,5002,10/31/1961,93.86443735,3.165930024
2000048,DISCBOND,5002,11/30/1961,93.61171353,3.305261041
2000048,DISCBOND,5002,12/29/1961,93.4377099,3.384486312
2000048,DISCBOND,5002,01/31/1962,93.24485012,3.497067778
2000048,DISCBOND,5002,02/28/1962,93.71353029,3.246380354
2000048,DISCBOND,5002,03/30/1962,93.88744721,3.14505804
2000048,DISCBOND,5002,04/30/1962,93.65118836,3.275166869
2000048,DISCBOND,5002,05/31/1962,93.88013538,3.166243428
2000048,DISCBOND,5002,06/29/1962,93.45085473,3.37747202
2000048,DISCBOND,5002,07/31/1962,93.35111052,3.435414952
2000048,DISCBOND,5002,08/31/1962,93.85916524,3.164403674
2000048,DISCBOND,5002,09/28/1962,94.01049631,3.075548167
2000048,DISCBOND,5002,10/31/1962,94.00711042,3.089988193
2000048,DISCBOND,5002,11/30/1962,93.79611511,3.197956625
2000048,DISCBOND,5002,12/31/1962,93.78424496,3.204276002
2000048,DISCBOND,5002,01/31/1963,94.06522951,3.063281944
2000048,DISCBOND,5002,02/28/1963,93.98101204,3.108128891
2000048,DISCBOND,5002,03/29/1963,93.83450019,3.16885694
2000048,DISCBOND,5002,04/30/1963,93.64711325,3.277339628
2000048,DISCBOND,5002,05/31/1963,93.66621153,3.280621372
2000048,DISCBOND,5002,06/28/1963,93.62799344,3.2785651
2000048,DISCBOND,5002,07/31/1963,93.0173875,3.619187396
2000048,DISCBOND,5002,08/30/1963,92.94176355,3.649854851
2000048,DISCBOND,5002,09/30/1963,92.92369788,3.664554199
2000048,DISCBOND,5002,10/31/1963,92.76022027,3.762769425
2000048,DISCBOND,5002,11/29/1963,92.65794209,3.802358441
2000048,DISCBOND,5002,12/31/1963,92.47230903,3.90769441
2000048,DISCBOND,5002,01/31/1964,92.49953375,3.89299624
2000048,DISCBOND,5002,02/28/1964,92.33643676,3.981114326
2000048,DISCBOND,5002,03/31/1964,92.17075802,4.076363193
2000048,DISCBOND,5002,04/30/1964,92.36207161,3.978138105
2000048,DISCBOND,5002,05/28/1964,92.43310501,3.918147698
2000048,DISCBOND,5002,06/30/1964,92.72147498,3.778503958
2000048,DISCBOND,5002,07/31/1964,92.95281758,3.663946346
2000048,DISCBOND,5002,08/31/1964,92.80448149,3.733762771
2000048,DISCBOND,5002,09/30/1964,92.68681998,3.797195138
2000048,DISCBOND,5002,10/30/1964,92.55735617,3.861793229
2000048,DISCBOND,5002,11/30/1964,92.26035125,4.027785035
2000048,DISCBOND,5002,12/31/1964,92.44475477,3.933336408
2000048,DISCBOND,5002,01/29/1965,92.42554732,3.927577577
2000048,DISCBOND,5002,02/26/1965,92.22813561,4.034194683
2000048,DISCBOND,5002,03/31/1965,92.2627347,4.026493355
2000048,DISCBOND,5002,04/30/1965,92.28627164,4.024766529
2000048,DISCBOND,5002,05/28/1965,92.22501157,4.030377722
2000048,DISCBOND,5002,06/30/1965,92.43773417,3.931745614
2000048,DISCBOND,5002,07/30/1965,92.30247891,3.999480659
2000048,DISCBOND,5002,08/31/1965,92.15163569,4.086737589
2000048,DISCBOND,5002,09/30/1965,91.86937087,4.245941342
2000048,DISCBOND,5002,10/29/1965,91.81992258,4.255386024
2000048,DISCBOND,5002,11/30/1965,91.77653278,4.290677762
2000048,DISCBOND,5002,12/31/1965,90.85577909,4.808011943
2000048,DISCBOND,5002,01/31/1966,90.80356109,4.823584106
2000048,DISCBOND,5002,02/28/1966,90.65273295,4.899992736
2000048,DISCBOND,5002,03/31/1966,90.99327224,4.725704247
2000048,DISCBOND,5002,04/29/1966,90.76361052,4.832348096
2000048,DISCBOND,5002,05/31/1966,90.46431814,5.003879769
2000048,DISCBOND,5002,06/30/1966,90.35437896,5.078492007
2000048,DISCBOND,5002,07/29/1966,90.10154468,5.190313901
2000048,DISCBOND,5002,08/31/1966,88.97543347,5.840494138
2000048,DISCBOND,5002,09/30/1966,89.76503488,5.391347266
2000048,DISCBOND,5002,10/31/1966,89.95757873,5.284359878
2000048,DISCBOND,5002,11/30/1966,89.84549687,5.353934616
2000048,DISCBOND,5002,12/30/1966,90.84118067,4.789751084
2000048,DISCBOND,5002,01/31/1967,91.3940252,4.493348714
2000048,DISCBOND,5002,02/28/1967,91.13655697,4.634210692
2000048,DISCBOND,5002,03/31/1967,92.09994779,4.126095034
2000048,DISCBOND,5002,04/28/1967,91.6595342,4.336637709
2000048,DISCBOND,5002,05/31/1967,91.73134278,4.321222889
2000048,DISCBOND,5002,06/30/1967,90.61468259,4.920955307
2000048,DISCBOND,5002,07/31/1967,90.70740682,4.869887403
2000048,DISCBOND,5002,08/31/1967,90.2285855,5.148247228
2000048,DISCBOND,5002,09/29/1967,90.11495334,5.189984551
2000048,DISCBOND,5002,10/31/1967,89.46372853,5.559230165
2000048,DISCBOND,5002,11/30/1967,89.47678658,5.56717437
2000048,DISCBOND,5002,12/29/1967,89.181757,5.701254547
2000048,DISCBOND,5002,01/31/1968,89.91895267,5.313072362
2000048,DISCBOND,5002,02/29/1968,89.83437786,5.367475554
2000048,DISCBOND,5002,03/29/1968,89.54947431,5.503867429
2000048,DISCBOND,5002,04/30/1968,89.36921203,5.61969738
2000048,DISCBOND,5002,05/31/1968,89.10298906,5.784714028
2000048,DISCBOND,5002,06/28/1968,89.50569902,5.52824857
2000048,DISCBOND,5002,07/31/1968,89.90555312,5.320523825
2000048,DISCBOND,5002,08/30/1968,90.23534613,5.130420625
2000048,DISCBOND,5002,09/30/1968,89.88165021,5.333818933
2000048,DISCBOND,5002,10/31/1968,89.63288448,5.479902664
2000048,DISCBOND,5002,11/29/1968,89.46352292,5.559344919
2000048,DISCBOND,5002,12/31/1968,88.1714377,6.294355552
2000048,DISCBOND,5002,01/31/1969,88.47596329,6.138782459
2000048,DISCBOND,5002,02/28/1969,88.19950199,6.29569222
2000048,DISCBOND,5002,03/28/1969,88.65587197,5.995755905
2000048,DISCBOND,5002,04/30/1969,88.56307689,6.072757733
2000048,DISCBOND,5002,05/29/1969,87.88660257,6.464996638
2000048,DISCBOND,5002,06/30/1969,86.91690232,7.010883475
2000048,DISCBOND,5002,07/31/1969,86.50737983,7.256964026
2000048,DISCBOND,5002,08/29/1969,86.40729252,7.284946889
2000048,DISCBOND,5002,09/30/1969,85.53336163,7.81318458
2000048,DISCBOND,5002,10/31/1969,86.58333374,7.222931172
2000048,DISCBOND,5002,11/28/1969,86.10735675,7.458333081
2000048,DISCBOND,5002,12/31/1969,85.02308983,8.112366066
2000048,DISCBOND,5002,01/30/1970,85.22127017,7.985018312
2000048,DISCBOND,5002,02/27/1970,86.86978013,7.018769094
2000048,DISCBOND,5002,03/31/1970,87.09846565,6.906545912
2000048,DISCBOND,5002,04/30/1970,85.95891828,7.575412185
2000048,DISCBOND,5002,05/29/1970,85.6080082,7.737768754
2000048,DISCBOND,5002,06/30/1970,86.14116791,7.448933412
2000048,DISCBOND,5002,07/31/1970,86.60339319,7.181721487
2000048,DISCBOND,5002,08/31/1970,86.90519619,7.008018018
2000048,DISCBOND,5002,09/30/1970,87.72022749,6.550883452
2000048,DISCBOND,5002,10/30/1970,87.7676749,6.506021466
2000048,DISCBOND,5002,11/30/1970,89.91098656,5.310227897
2000048,DISCBOND,5002,12/31/1970,89.77810843,5.398846765
2000048,DISCBOND,5002,01/29/1971,91.09717824,4.643086727
2000048,DISCBOND,5002,02/26/1971,91.76461973,4.279581181
2000048,DISCBOND,5002,03/31/1971,92.0458959,4.144143245
2000048,DISCBOND,5002,04/30/1971,90.08411283,5.214175566
2000048,DISCBOND,5002,05/28/1971,89.69123722,5.410210579
2000048,DISCBOND,5002,06/30/1971,88.22765663,6.262485245
2000048,DISCBOND,5002,07/30/1971,88.1119495,6.310811583
2000048,DISCBOND,5002,08/31/1971,89.66993516,5.444274313
2000048,DISCBOND,5002,09/30/1971,89.78624864,5.39430724
2000048,DISCBOND,5002,10/29/1971,90.52387371,4.957455587
2000048,DISCBOND,5002,11/30/1971,90.36847138,5.056810247
2000048,DISCBOND,5002,12/31/1971,90.78782289,4.825640476
2000048,DISCBOND,5002,01/31/1972,90.83155888,4.801592292
2000048,DISCBOND,5002,02/29/1972,90.90890772,4.765609747
2000048,DISCBOND,5002,03/30/1972,89.55433657,5.523798462
2000048,DISCBOND,5002,04/28/1972,90.26259431,5.108357087
2000048,DISCBOND,5002,05/31/1972,90.5857057,4.943687957
2000048,DISCBOND,5002,06/30/1972,89.73122321,5.432453308
2000048,DISCBOND,5002,07/31/1972,90.04254743,5.24439391
2000048,DISCBOND,5002,08/31/1972,89.36386951,5.630399354
2000048,DISCBOND,5002,09/29/1972,89.05689464,5.786810624
2000048,DISCBOND,5002,10/31/1972,89.12976107,5.753844425
2000048,DISCBOND,5002,11/30/1972,89.34586144,5.640489896
2000048,DISCBOND,5002,12/29/1972,88.81167231,5.916395817
2000048,DISCBOND,5002,01/31/1973,88.32284594,6.208569044
2000048,DISCBOND,5002,02/28/1973,87.77924788,6.517253503
2000048,DISCBOND,5002,03/30/1973,87.269669,6.799047137
2000048,DISCBOND,5002,04/30/1973,87.57974901,6.631019521
2000048,DISCBOND,5002,05/31/1973,87.42485099,6.728747833
2000048,DISCBOND,5002,06/29/1973,86.98178335,6.964034049
2000048,DISCBOND,5002,07/31/1973,85.28140091,7.960689925
2000048,DISCBOND,5002,08/31/1973,85.83717017,7.656880822
2000048,DISCBOND,5002,09/28/1973,86.97401261,6.958975354
2000048,DISCBOND,5002,10/31/1973,87.42171026,6.721326654
2000048,DISCBOND,5002,11/30/1973,87.50370069,6.69279171
2000048,DISCBOND,5002,12/31/1973,87.47851045,6.688850881
2000048,DISCBOND,5002,01/31/1974,87.52916142,6.669044412
2000048,DISCBOND,5002,02/28/1974,87.27586297,6.8141467
2000048,DISCBOND,5002,03/29/1974,85.70182862,7.683226384
2000048,DISCBOND,5002,04/30/1974,84.94477655,8.147280782
2000048,DISCBOND,5002,05/31/1974,85.30079968,7.971156968
2000048,DISCBOND,5002,06/28/1974,84.69707887,8.27046557
2000048,DISCBOND,5002,07/31/1974,84.59184391,8.366616583
2000048,DISCBOND,5002,08/30/1974,84.06406617,8.655834853
2000048,DISCBOND,5002,09/30/1974,85.13667838,8.034605712
2000048,DISCBOND,5002,10/31/1974,85.74054499,7.702770159
2000048,DISCBOND,5002,11/29/1974,86.56730235,7.192694789
2000048,DISCBOND,5002,12/31/1974,86.62501976,7.169254146
2000048,DISCBOND,5002,01/31/1975,87.54588353,6.641259748
2000048,DISCBOND,5002,02/28/1975,88.31825336,6.202672202
2000048,DISCBOND,5002,03/31/1975,87.47041953,6.684319032
2000048,DISCBOND,5002,04/30/1975,86.27549451,7.381229262
2000048,DISCBOND,5002,05/30/1975,87.29666992,6.774333798
2000048,DISCBOND,5002,06/30/1975,86.81351998,7.060718616
2000048,DISCBOND,5002,07/31/1975,86.02437722,7.537298754
2000048,DISCBOND,5002,08/29/1975,85.76519956,7.64641955
2000048,DISCBOND,5002,09/30/1975,85.18844278,8.004255763
2000048,DISCBOND,5002,10/31/1975,87.07968607,6.907864927
2000048,DISCBOND,5002,11/28/1975,86.65480007,7.132576924
2000048,DISCBOND,5002,12/31/1975,87.60889523,6.614382477
2000048,DISCBOND,5002,01/30/1976,88.10260449,6.316100293
2000048,DISCBOND,5002,02/27/1976,87.48854834,6.664854145
2000048,DISCBOND,5002,03/31/1976,87.60684579,6.615552139
2000048,DISCBOND,5002,04/30/1976,87.73374719,6.561153953
2000048,DISCBOND,5002,05/28/1976,86.51037219,7.215640281
2000048,DISCBOND,5002,06/30/1976,87.08200524,6.915996119
2000048,DISCBOND,5002,07/30/1976,87.5249716,6.653188244
2000048,DISCBOND,5002,08/31/1976,87.84966202,6.477160929
2000048,DISCBOND,5002,09/30/1976,88.3144466,6.221847256
2000048,DISCBOND,5002,10/29/1976,88.74423575,5.954272518
2000048,DISCBOND,5002,11/30/1976,89.89630509,5.325667278
2000048,DISCBOND,5002,12/31/1976,89.9698546,5.299294886
2000048,DISCBOND,5002,01/31/1977,88.55642409,6.076513838
2000048,DISCBOND,5002,02/28/1977,88.71297201,5.988203073
2000048,DISCBOND,5002,03/31/1977,88.85729704,5.915028128
2000048,DISCBOND,5002,04/29/1977,88.67561997,6.001039108
2000048,DISCBOND,5002,05/31/1977,88.54822667,6.081142412
2000048,DISCBOND,5002,06/30/1977,88.75710965,5.971512754
2000048,DISCBOND,5002,07/29/1977,88.00451292,6.371648059
2000048,DISCBOND,5002,08/31/1977,87.84341297,6.480717729
2000048,DISCBOND,5002,09/30/1977,87.49961301,6.695133897
2000048,DISCBOND,5002,10/31/1977,86.90208792,7.019406365
2000048,DISCBOND,5002,11/30/1977,86.96507407,6.983179771
2000048,DISCBOND,5002,12/30/1977,86.77823861,7.081015152
2000048,DISCBOND,5002,01/31/1978,86.37054075,7.326176596
2000048,DISCBOND,5002,02/28/1978,86.18879893,7.42133179
2000048,DISCBOND,5002,03/31/1978,85.96461626,7.551376331
2000048,DISCBOND,5002,04/28/1978,85.83220349,7.607532188
2000048,DISCBOND,5002,05/31/1978,85.32239655,7.936660193
2000048,DISCBOND,5002,06/30/1978,84.70325897,8.289450037
2000048,DISCBOND,5002,07/31/1978,84.72429223,8.277052706
2000048,DISCBOND,5002,08/31/1978,84.7927781,8.259304644
2000048,DISCBOND,5002,09/29/1978,84.4522669,8.426099991
2000048,DISCBOND,5002,10/31/1978,83.11473872,9.234756602
2000048,DISCBOND,5002,11/30/1978,83.07078786,9.286575121
2000048,DISCBOND,5002,12/29/1978,82.41688317,9.629421056
2000048,DISCBOND,5002,01/31/1979,82.91328748,9.368742671
2000048,DISCBOND,5002,02/28/1979,82.52095636,9.605895421
2000048,DISCBOND,5002,03/30/1979,82.7650994,9.432344092
2000048,DISCBOND,5002,04/30/1979,82.45670335,9.631647902
2000048,DISCBOND,5002,05/31/1979,83.08876042,9.27574384
2000048,DISCBOND,5002,06/29/1979,84.10298612,8.632754462
2000048,DISCBOND,5002,07/31/1979,83.42748478,9.047225429
2000048,DISCBOND,5002,08/31/1979,82.59570964,9.54754361
2000048,DISCBOND,5002,09/28/1979,82.1853396,9.769513983
2000048,DISCBOND,5002,10/31/1979,79.23373288,11.63840288
2000048,DISCBOND,5002,11/30/1979,80.28214546,10.96612483
2000048,DISCBOND,5002,12/31/1979,80.4909592,10.83642141
2000048,DISCBOND,5002,01/31/1980,79.68921354,11.36736911
2000048,DISCBOND,5002,02/29/1980,76.12261297,13.6787174
2000048,DISCBOND,5002,03/31/1980,75.60493642,13.98243042
2000048,DISCBOND,5002,04/30/1980,81.03720829,10.51308876
2000048,DISCBOND,5002,05/30/1980,83.96959173,8.759772559
2000048,DISCBOND,5002,06/30/1980,83.95864175,8.742293427
2000048,DISCBOND,5002,07/31/1980,82.76532895,9.471021231
2000048,DISCBOND,5002,08/29/1980,79.99263628,11.1312837
2000048,DISCBOND,5002,09/30/1980,79.1289461,11.70457176
2000048,DISCBOND,5002,10/31/1980,77.746782,12.62022777
2000048,DISCBOND,5002,11/28/1980,76.85889027,13.12399612
2000048,DISCBOND,5002,12/31/1980,78.04872741,12.3918422
2000048,DISCBOND,5002,01/30/1981,77.79543539,12.53719717
2000048,DISCBOND,5002,02/27/1981,76.81588053,13.16989856
2000048,DISCBOND,5002,03/31/1981,77.69200366,12.62089235
2000048,DISCBOND,5002,04/30/1981,75.18565004,14.28005156
2000048,DISCBOND,5002,05/29/1981,75.83534548,13.7924978
2000048,DISCBOND,5002,06/30/1981,75.59699436,13.98768303
2000048,DISCBOND,5002,07/31/1981,73.9417267,15.13611348
2000048,DISCBOND,5002,08/31/1981,73.14062501,15.6393114
2000048,DISCBOND,5002,09/30/1981,73.20953731,15.59222412
2000048,DISCBOND,5002,10/30/1981,75.60824021,13.96112078
2000048,DISCBOND,5002,11/30/1981,79.33218125,11.57631616
2000048,DISCBOND,5002,12/31/1981,76.81358713,13.20752478
2000048,DISCBOND,5002,01/29/1982,76.3765439,13.43791182
2000048,DISCBOND,5002,02/26/1982,75.94391207,13.70244467
2000048,DISCBOND,5002,03/31/1982,75.84725968,13.82243045
2000048,DISCBOND,5002,04/30/1982,76.34530768,13.47671949
2000048,DISCBOND,5002,05/28/1982,77.03038047,12.97740542
2000048,DISCBOND,5002,06/30/1982,75.48172918,14.06397783
2000048,DISCBOND,5002,07/30/1982,77.36996916,12.79352335
2000048,DISCBOND,5002,08/31/1982,79.23792392,11.61984066
2000048,DISCBOND,5002,09/30/1982,80.34428938,10.95746863
2000048,DISCBOND,5002,10/29/1982,81.9356218,9.921046097
2000048,DISCBOND,5002,11/30/1982,82.34362677,9.700168346
2000048,DISCBOND,5002,12/31/1982,83.05682113,9.269563019
2000048,DISCBOND,5002,01/31/1983,82.91037561,9.357679966
2000048,DISCBOND,5002,02/28/1983,83.28173659,9.13453244
2000048,DISCBOND,5002,03/31/1983,82.43890217,9.668882373
2000048,DISCBOND,5002,04/29/1983,83.1429912,9.205194252
2000048,DISCBOND,5002,05/31/1983,82.19412684,9.790904636
2000048,DISCBOND,5002,06/30/1983,81.83651013,10.03608345
2000048,DISCBOND,5002,07/29/1983,80.68121557,10.68929191
2000048,DISCBOND,5002,08/31/1983,80.50292256,10.84383486
2000048,DISCBOND,5002,09/30/1983,81.40506448,10.27256291
2000048,DISCBOND,5002,10/31/1983,81.32188487,10.32360905
2000048,DISCBOND,5002,11/30/1983,81.22957288,10.39454036
2000048,DISCBOND,5002,12/30/1983,80.96543157,10.52854956
2000048,DISCBOND,5002,01/31/1984,81.29964052,10.33726895
2000048,DISCBOND,5002,02/29/1984,80.67405527,10.73765793
2000048,DISCBOND,5002,03/30/1984,79.79053994,11.2728196
2000048,DISCBOND,5002,04/30/1984,79.32145032,11.58307991
2000048,DISCBOND,5002,05/31/1984,77.70829949,12.62770421
2000048,DISCBOND,5002,06/29/1984,77.43295884,12.77038991
2000048,DISCBOND,5002,07/31/1984,78.30457359,12.22820868
2000048,DISCBOND,5002,08/31/1984,78.45131006,12.16793774
2000048,DISCBOND,5002,09/28/1984,79.03772539,11.73010854
2000048,DISCBOND,5002,10/31/1984,80.53843668,10.82178206
2000048,DISCBOND,5002,11/30/1984,81.54222192,10.23049117
2000048,DISCBOND,5002,12/31/1984,82.22370258,9.786328649
2000048,DISCBOND,5002,01/31/1985,82.42044758,9.680091875
2000048,DISCBOND,5002,02/28/1985,81.23968636,10.40256558
2000048,DISCBOND,5002,03/29/1985,81.52050064,10.18787105
2000048,DISCBOND,5002,04/30/1985,82.25826897,9.765313342
2000048,DISCBOND,5002,05/31/1985,83.99554269,8.744279909
2000048,DISCBOND,5002,06/28/1985,84.18659684,8.583207553
2000048,DISCBOND,5002,07/31/1985,83.80259107,8.835312966
2000048,DISCBOND,5002,08/30/1985,83.77173713,8.841613282
2000048,DISCBOND,5002,09/30/1985,84.01982625,8.705869413
2000048,DISCBOND,5002,10/31/1985,84.32475619,8.536428547
2000048,DISCBOND,5002,11/29/1985,84.69339183,8.295266938
2000048,DISCBOND,5002,12/31/1985,85.46724827,7.85184723
2000048,DISCBOND,5002,01/31/1986,85.54473342,7.827984328
2000048,DISCBOND,5002,02/28/1986,85.97577079,7.544897768
2000048,DISCBOND,5002,03/31/1986,87.22050793,6.827182717
2000048,DISCBOND,5002,04/30/1986,87.4559293,6.701759234
2000048,DISCBOND,5002,05/30/1986,86.36914352,7.306966539
2000048,DISCBOND,5002,06/30/1986,87.31450303,6.773401803
2000048,DISCBOND,5002,07/31/1986,87.88307647,6.467005479
2000048,DISCBOND,5002,08/29/1986,88.76753495,5.933077599
2000048,DISCBOND,5002,09/30/1986,88.10514618,6.323300055
2000048,DISCBOND,5002,10/31/1986,88.40554651,6.153344526
2000048,DISCBOND,5002,11/28/1986,88.44762586,6.112859128
2000048,DISCBOND,5002,12/31/1986,88.16827967,6.29614643
2000048,DISCBOND,5002,01/30/1987,88.31212424,6.197659276
2000048,DISCBOND,5002,02/27/1987,88.17172687,6.276994473
2000048,DISCBOND,5002,03/31/1987,87.87965403,6.45125645
2000048,DISCBOND,5002,04/30/1987,86.53948661,7.238384771
2000048,DISCBOND,5002,05/29/1987,85.83635202,7.605125485
2000048,DISCBOND,5002,06/30/1987,86.31568221,7.347878788
2000048,DISCBOND,5002,07/31/1987,86.07944308,7.484724945
2000048,DISCBOND,5002,08/31/1987,85.49627755,7.82414943
2000048,DISCBOND,5002,09/30/1987,84.46718538,8.440353286
2000048,DISCBOND,5002,10/30/1987,85.81032627,7.630636023
2000048,DISCBOND,5002,11/30/1987,85.95906565,7.55460045
2000048,DISCBOND,5002,12/31/1987,85.85042153,7.638648328
2000048,DISCBOND,5002,01/29/1988,86.64557902,7.137875996
2000048,DISCBOND,5002,02/29/1988,86.92896167,7.00394667
2000048,DISCBOND,5002,03/31/1988,86.47110878,7.277961322
2000048,DISCBOND,5002,04/29/1988,85.84398284,7.621494138
2000048,DISCBOND,5002,05/31/1988,85.12445599,8.052790614
2000048,DISCBOND,5002,06/30/1988,85.46277328,7.865239548
2000048,DISCBOND,5002,07/29/1988,84.73119115,8.261685324
2000048,DISCBOND,5002,08/31/1988,84.31684381,8.52942665
2000048,DISCBOND,5002,09/30/1988,84.79374596,8.270077934
2000048,DISCBOND,5002,10/31/1988,85.08468724,8.076155252
2000048,DISCBOND,5002,11/30/1988,84.12826406,8.641379934
2000048,DISCBOND,5002,12/30/1988,83.61448614,8.935429794
2000048,DISCBOND,5002,01/31/1989,83.68455778,8.90578602
2000048,DISCBOND,5002,02/28/1989,83.00944049,9.310792191
2000048,DISCBOND,5002,03/31/1989,82.73025504,9.518357046
2000048,DISCBOND,5002,04/28/1989,83.35696111,9.077034807
2000048,DISCBOND,5002,05/31/1989,84.1899273,8.604745009
2000048,DISCBOND,5002,06/30/1989,85.41270133,7.90542749
2000048,DISCBOND,5002,07/31/1989,86.31181624,7.360183841
2000048,DISCBOND,5002,08/31/1989,84.83062001,8.236964673
2000048,DISCBOND,5002,09/29/1989,84.6980536,8.292518638
2000048,DISCBOND,5002,10/31/1989,85.76924013,7.675487524
2000048,DISCBOND,5002,11/30/1989,85.94144592,7.585590362
2000048,DISCBOND,5002,12/29/1989,85.63093937,7.734984786
2000048,DISCBOND,5002,01/31/1990,85.04849071,8.097430663
2000048,DISCBOND,5002,02/28/1990,84.80567361,8.240386981
2000048,DISCBOND,5002,03/30/1990,84.37904401,8.469351937
2000048,DISCBOND,5002,04/30/1990,83.92744765,8.748889184
2000048,DISCBOND,5002,05/31/1990,84.71236133,8.306811811
2000048,DISCBOND,5002,06/29/1990,85.10234762,8.043740749
2000048,DISCBOND,5002,07/31/1990,85.64586258,7.736865001
2000048,DISCBOND,5002,08/31/1990,85.37549985,7.894735981
2000048,DISCBOND,5002,09/28/1990,85.40393818,7.856611275
2000048,DISCBOND,5002,10/31/1990,85.89539643,7.601997532
2000048,DISCBOND,5002,11/30/1990,86.28707904,7.36442779
2000048,DISCBOND,5002,12/31/1990,86.82459368,7.054349883
2000048,DISCBOND,5002,01/31/1991,87.09160475,6.919964056
2000048,DISCBOND,5002,02/28/1991,87.12008402,6.903594121
2000048,DISCBOND,5002,03/28/1991,86.93214952,6.96395444
2000048,DISCBOND,5002,04/30/1991,87.48526762,6.675843868
2000048,DISCBOND,5002,05/31/1991,87.38043465,6.763469765
2000048,DISCBOND,5002,06/28/1991,87.1430603,6.852790288
2000048,DISCBOND,5002,07/31/1991,87.4773791,6.689497529
2000048,DISCBOND,5002,08/30/1991,88.12882711,6.3012613
2000048,DISCBOND,5002,09/30/1991,88.81091804,5.924913329
2000048,DISCBOND,5002,10/31/1991,89.3969076,5.611892273
2000048,DISCBOND,5002,11/29/1991,89.81723046,5.35499656
2000048,DISCBOND,5002,12/31/1991,90.96191013,4.729987432
2000048,DISCBOND,5002,01/31/1992,90.39975607,5.039527398
2000048,DISCBOND,5002,02/28/1992,90.04359455,5.236638989
2000048,DISCBOND,5002,03/31/1992,89.47024006,5.563206466
2000048,DISCBOND,5002,04/30/1992,89.7799329,5.397829281
2000048,DISCBOND,5002,05/29/1992,90.1463659,5.172606042
2000048,DISCBOND,5002,06/30/1992,90.84833178,4.798937686
2000048,DISCBOND,5002,07/31/1992,91.65833378,4.367079059
2000048,DISCBOND,5002,08/31/1992,92.11082328,4.108886654
2000048,DISCBOND,5002,09/30/1992,92.72949398,3.774179907
2000048,DISCBOND,5002,10/30/1992,91.45941808,4.457635182
2000048,DISCBOND,5002,11/30/1992,90.9568483,4.739249322
2000048,DISCBOND,5002,12/31/1992,91.40463504,4.499864053
2000048,DISCBOND,5002,01/29/1993,91.90264691,4.210482277
2000048,DISCBOND,5002,02/26/1993,92.44912878,3.914857051
2000048,DISCBOND,5002,03/31/1993,92.4681603,3.915290684
2000048,DISCBOND,5002,04/30/1993,92.72722952,3.785773072
2000048,DISCBOND,5002,05/28/1993,91.94758589,4.180394859
2000048,DISCBOND,5002,06/30/1993,92.34389954,3.982526977
2000048,DISCBOND,5002,07/30/1993,92.11595117,4.100486092
2000048,DISCBOND,5002,08/31/1993,92.62115166,3.832632537
2000048,DISCBOND,5002,09/30/1993,92.60279467,3.847814213
2000048,DISCBOND,5002,10/29/1993,92.4085951,3.936724103
2000048,DISCBOND,5002,11/30/1993,91.99694752,4.170739433
2000048,DISCBOND,5002,12/31/1993,91.96010368,4.202281218
2000048,DISCBOND,5002,01/31/1994,92.17024315,4.076642496
2000048,DISCBOND,5002,02/28/1994,91.13684959,4.634050375
2000048,DISCBOND,5002,03/31/1994,90.19826615,5.165074512
2000048,DISCBOND,5002,04/29/1994,89.24903252,5.671442211
2000048,DISCBOND,5002,05/31/1994,88.81127566,5.924712268
2000048,DISCBOND,5002,06/30/1994,88.56206454,6.081660315
2000048,DISCBOND,5002,07/29/1994,88.82198879,5.902540339
2000048,DISCBOND,5002,08/31/1994,88.54710614,6.08177514
2000048,DISCBOND,5002,09/30/1994,87.8066535,6.492751239
2000048,DISCBOND,5002,10/31/1994,87.39081,6.729784016
2000048,DISCBOND,5002,11/30/1994,86.48820301,7.258108136
2000048,DISCBOND,5002,12/30/1994,86.04245187,7.495932632
