"Date","y0.25","y0.5","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15"
20120330,0.07,0.15,0.2351,0.353,0.5569,0.8098,1.0854,1.3655,1.6378,1.8947,2.1315,2.3459,2.537,2.7054,2.852,2.9783,3.086
20120430,0.1,0.15,0.21,0.2669,0.4153,0.6202,0.8562,1.1051,1.3539,1.5941,1.8202,2.0288,2.2181,2.3878,2.538,2.6697,2.784
20120531,0.07,0.14,0.2379,0.2797,0.3844,0.5308,0.7026,0.8878,1.0771,1.2642,1.4443,1.6145,1.7728,1.918,2.0498,2.1682,2.2734
20120629,0.09,0.16,0.259,0.3214,0.4387,0.593,0.7704,0.9602,1.154,1.3459,1.5314,1.7073,1.8715,2.0227,2.1603,2.2841,2.3941
20120731,0.11,0.14,0.1843,0.2125,0.3105,0.4547,0.6273,0.8146,1.007,1.1971,1.3799,1.5522,1.7117,1.8574,1.9887,2.1057,2.2089
20120831,0.09,0.14,0.1966,0.2111,0.3058,0.4535,0.6335,0.8307,1.0336,1.2345,1.4275,1.6092,1.7771,1.9302,2.0678,2.1903,2.298
20120928,0.1,0.14,0.2013,0.2207,0.318,0.4682,0.6522,0.8553,1.0663,1.2771,1.4818,1.676,1.8572,2.0236,2.1744,2.3092,2.4284
20121031,0.11,0.16,0.2217,0.281,0.4038,0.5687,0.7593,0.9631,1.1708,1.3756,1.5726,1.7585,1.931,2.0891,2.2321,2.3601,2.4733
20121130,0.08,0.13,0.218,0.2385,0.3342,0.4807,0.6592,0.8555,1.0591,1.2621,1.459,1.6459,1.8204,1.9809,2.1267,2.2578,2.3742
20121231,0.05,0.11,0.1943,0.2485,0.3756,0.5505,0.7539,0.9715,1.1928,1.4102,1.6183,1.8137,1.9941,2.1585,2.3063,2.4378,2.5536
20130131,0.07,0.12,0.1766,0.2619,0.4311,0.6507,0.8965,1.1513,1.4032,1.6442,1.8695,2.076,2.2626,2.4289,2.5756,2.7035,2.8141
20130228,0.11,0.13,0.1854,0.2325,0.3689,0.5622,0.7886,1.0305,1.2753,1.5141,1.741,1.9523,2.1457,2.3204,2.4761,2.6134,2.7332
20130328,0.07,0.11,0.177,0.2398,0.3785,0.5669,0.785,1.0179,1.2546,1.487,1.7097,1.919,2.1125,2.2889,2.448,2.5897,2.7147
20130430,0.05,0.09,0.1514,0.2005,0.3215,0.4902,0.688,0.901,1.1187,1.3337,1.5405,1.7356,1.9167,2.0825,2.2324,2.3664,2.4851
20130531,0.04,0.07,0.1652,0.3179,0.5347,0.7865,1.0529,1.3195,1.577,1.8192,2.0427,2.2458,2.4279,2.5896,2.7317,2.8557,2.963
20130628,0.04,0.1,0.1925,0.3866,0.7144,1.071,1.4126,1.7231,1.9989,2.2414,2.4536,2.639,2.8007,2.9416,3.0642,3.1706,3.2626
20130731,0.04,0.08,0.1372,0.3253,0.6514,1.0228,1.3913,1.7338,2.0409,2.3106,2.5445,2.7457,2.918,3.0652,3.1905,3.2971,3.3875
20130830,0.03,0.05,0.155,0.4277,0.8292,1.2502,1.6428,1.9898,2.2881,2.5411,2.7545,2.934,3.0851,3.2125,3.3203,3.4116,3.4892
20130930,0.02,0.04,0.1231,0.3385,0.6743,1.0492,1.4196,1.7636,2.0722,2.3432,2.5781,2.78,2.9528,3.1003,3.2262,3.3336,3.4255
20131031,0.04,0.08,0.1388,0.3178,0.6224,0.977,1.3373,1.6787,1.9889,2.2636,2.5023,2.7075,2.8825,3.031,3.1568,3.2633,3.3537
20131129,0.06,0.11,0.148,0.2899,0.6064,0.9963,1.3998,1.784,2.1323,2.4385,2.702,2.9255,3.113,3.2694,3.3992,3.5068,3.5959
20131231,0.07,0.1,0.1511,0.3953,0.8306,1.3095,1.7627,2.1628,2.5029,2.7859,3.0189,3.2097,3.3658,3.494,3.5996,3.6873,3.7606
20140131,0.02,0.06,0.1312,0.3475,0.7256,1.1386,1.5297,1.8773,2.1764,2.4299,2.6431,2.8219,2.9722,3.0986,3.2055,3.2961,3.3732
20140228,0.05,0.08,0.122,0.3393,0.7286,1.1484,1.5398,1.8826,2.1744,2.4197,2.625,2.797,2.9418,3.0643,3.1684,3.2576,3.3343
20140331,0.05,0.07,0.1215,0.4393,0.9157,1.3738,1.764,2.0826,2.3399,2.5483,2.7188,2.86,2.9785,3.079,3.1653,3.2401,3.3056
20140430,0.03,0.05,0.1019,0.4245,0.8904,1.3378,1.7197,2.0318,2.2836,2.4869,2.6525,2.789,2.9028,2.999,3.0811,3.152,3.2139
20140530,0.04,0.06,0.0994,0.3852,0.8072,1.2152,1.5659,1.8554,2.0922,2.2865,2.4477,2.583,2.6981,2.7971,2.8832,2.9587,3.0254
20140630,0.04,0.07,0.1279,0.4543,0.8938,1.3028,1.6474,1.929,2.1584,2.3467,2.5031,2.6346,2.7464,2.8426,2.9259,2.9987,3.0629
20140731,0.03,0.05,0.1253,0.5487,1.0534,1.4776,1.8078,2.0634,2.2649,2.4277,2.5623,2.6758,2.773,2.8574,2.9313,2.9965,3.0544
20140829,0.03,0.05,0.1197,0.5268,0.9926,1.3768,1.672,1.8986,2.0766,2.2208,2.3409,2.4433,2.5323,2.6106,2.6803,2.7428,2.7992
20140930,0.02,0.03,0.1482,0.617,1.1203,1.5246,1.8308,2.0638,2.2458,2.3922,2.5131,2.6152,2.7028,2.7791,2.846,2.9053,2.9582
20141031,0.01,0.05,0.1525,0.5385,0.9872,1.3707,1.6728,1.9069,2.0903,2.237,2.3573,2.4582,2.5446,2.6198,2.6861,2.7453,2.7985
20141128,0.02,0.07,0.1585,0.4952,0.911,1.2649,1.5416,1.7557,1.9245,2.0611,2.1748,2.2717,2.3559,2.4301,2.4963,2.5558,2.6097
20141231,0.04,0.12,0.294,0.7064,1.1185,1.4471,1.6912,1.8696,2.0014,2.1012,2.1795,2.2432,2.2971,2.3442,2.3867,2.4259,2.4627
20150130,0.02,0.07,0.2,0.4887,0.7884,1.0312,1.2219,1.3745,1.5,1.6057,1.6961,1.7743,1.8425,1.9023,1.955,2.0017,2.0432
20150227,0.02,0.07,0.2718,0.6618,1.0344,1.3261,1.5442,1.7086,1.8361,1.9385,2.0236,2.0964,2.1601,2.2169,2.2682,2.3148,2.3577
20150331,0.03,0.14,0.293,0.5825,0.906,1.1869,1.4128,1.5909,1.7322,1.8462,1.9404,2.02,2.0888,2.1493,2.2034,2.2523,2.2969
20150430,0.01,0.06,0.2751,0.6061,0.9406,1.2309,1.4692,1.6614,1.8169,1.9444,2.0507,2.1413,2.2199,2.2893,2.3516,2.4081,2.4598
20150529,0.01,0.06,0.2957,0.6313,0.9746,1.2747,1.5224,1.7233,1.8867,2.0215,2.1348,2.2319,2.3169,2.3925,2.4607,2.5231,2.5806
20150630,0.01,0.11,0.3184,0.6519,1.0306,1.3759,1.6653,1.8993,2.0862,2.2358,2.3571,2.4572,2.5417,2.6147,2.6793,2.7377,2.7915
20150731,0.08,0.14,0.3515,0.6787,1.0218,1.328,1.5827,1.7877,1.9506,2.0801,2.1844,2.2699,2.3419,2.4044,2.4602,2.5114,2.5596
20150831,0.08,0.27,0.4407,0.7697,1.0907,1.3733,1.6109,1.8068,1.9676,2.1003,2.211,2.3048,2.3857,2.4568,2.5203,2.578,2.6311
20150930,-0.01,0.08,0.3534,0.6531,0.9378,1.1944,1.4187,1.6115,1.7756,1.9152,2.0341,2.1362,2.2247,2.3025,2.3719,2.4347,2.4924
20151030,0.08,0.22,0.4605,0.7625,1.0687,1.3427,1.5743,1.7649,1.9203,2.0473,2.1521,2.2401,2.3156,2.3818,2.4413,2.4957,2.5466
20151130,0.22,0.42,0.6787,0.9629,1.2408,1.4884,1.6988,1.8734,2.0168,2.1347,2.2324,2.3147,2.3853,2.4473,2.5031,2.5544,2.6027
20151231,0.16,0.48,0.7898,1.0755,1.3501,1.5921,1.7961,1.9638,2.1003,2.2112,2.302,2.3775,2.4417,2.4976,2.5477,2.5938,2.6373
20160129,0.32,0.42,0.6346,0.8053,0.9984,1.1923,1.3751,1.541,1.6878,1.8159,1.9266,2.0221,2.1047,2.1765,2.2396,2.296,2.3472
20160229,0.33,0.49,0.6632,0.7899,0.947,1.111,1.2685,1.413,1.542,1.6554,1.7544,1.8408,1.9166,1.9837,2.044,2.0992,2.1505
20160331,0.21,0.38,0.5983,0.7329,0.9011,1.0773,1.2469,1.4026,1.5413,1.6625,1.7676,1.8582,1.9366,2.005,2.0656,2.1201,2.1702
20160429,0.22,0.39,0.5868,0.765,0.9579,1.1446,1.315,1.4658,1.5969,1.7102,1.808,1.8931,1.968,2.0349,2.0957,2.152,2.205
20160531,0.34,0.48,0.7182,0.8824,1.0672,1.2454,1.4053,1.5433,1.6601,1.7584,1.8414,1.9125,1.9745,2.03,2.081,2.129,2.1753
20160630,0.26,0.35,0.4975,0.5951,0.738,0.8913,1.0372,1.1681,1.2819,1.3793,1.4626,1.5344,1.5972,1.6534,1.705,1.7536,1.8005
20160729,0.27,0.37,0.5699,0.6636,0.791,0.9258,1.0543,1.1703,1.2717,1.359,1.4339,1.4984,1.5547,1.6048,1.6505,1.6933,1.7345
20160831,0.33,0.46,0.6638,0.8135,0.9682,1.1106,1.2348,1.3403,1.4292,1.5043,1.5687,1.625,1.6754,1.7217,1.7652,1.8069,1.8475
20160930,0.28,0.44,0.658,0.7825,0.9247,1.0646,1.1934,1.3084,1.4099,1.4992,1.5785,1.6495,1.714,1.7734,1.8289,1.8812,1.931
20161031,0.34,0.51,0.706,0.8705,1.0455,1.2132,1.3657,1.5009,1.6191,1.7224,1.8128,1.8928,1.9642,2.0289,2.0883,2.1435,2.1954
20161130,0.48,0.61,0.8564,1.1428,1.434,1.6911,1.9036,2.0738,2.2084,2.3147,2.3997,2.4691,2.5272,2.5776,2.6226,2.6641,2.7035
20161230,0.5,0.61,0.8977,1.2018,1.5014,1.7631,1.9786,2.1507,2.2864,2.3932,2.478,2.5466,2.6036,2.6523,2.6955,2.7351,2.7724
20170131,0.52,0.63,0.8732,1.1985,1.4965,1.7504,1.9586,2.1262,2.2601,2.3674,2.4543,2.5258,2.586,2.6381,2.6844,2.7266,2.766
20170228,0.53,0.68,0.9164,1.2367,1.5201,1.7541,1.9411,2.0886,2.205,2.2979,2.3736,2.437,2.4917,2.5403,2.5848,2.6266,2.6666
20170331,0.75,0.89,1.0551,1.2793,1.5407,1.7756,1.9676,2.119,2.2373,2.3308,2.4064,2.4697,2.5245,2.5737,2.6193,2.6627,2.7046
20170421,0.78,0.9,1.0435,1.2076,1.4189,1.6214,1.7961,1.9403,2.0576,2.1533,2.2326,2.3001,2.359,2.4121,2.4613,2.5077,2.5524
